Locus,Chrom,Position
chr05_18143490_18169179,chr5,62.02512117
chr05_18169179_18195688,chr5,62.27589154
chr05_18195688_18244918,chr5,62.61036872
chr05_18244918_18311735,chr5,62.69395761
chr05_18311735_18322089,chr5,62.9447426
chr05_18322089_18413977,chr5,63.02833425
chr05_18413977_18455546,chr5,63.27911484
chr05_18455546_18483300,chr5,63.36270074
chr05_18483300_18499251,chr5,63.78095791
chr05_18499251_18584508,chr5,64.03173092
chr05_18584508_18594041,chr5,64.11531694
chr05_18594041_18617764,chr5,64.19890121
chr05_18617764_18632901,chr5,64.28248396
chr05_18632901_18724095,chr5,64.44961948
chr05_18724095_18760694,chr5,64.61675535
chr05_18760694_18768796,chr5,64.78389126
chr05_18768796_18798514,chr5,64.95102418
chr05_18798514_18810605,chr5,65.11815378
chr05_18810605_18829953,chr5,65.20173284
chr05_18829953_18883606,chr5,65.28531376
chr05_18883606_18910319,chr5,65.4524493
chr05_18910319_18924057,chr5,65.6195852
chr05_18924057_18940429,chr5,65.78671815
chr05_18940429_18972295,chr5,65.95384483
chr05_18972295_18982478,chr5,66.03742023
chr05_18982478_18991600,chr5,66.12099534
chr05_18991600_19025928,chr5,66.20456754
chr05_19025928_19054484,chr5,66.53897388
chr05_19054484_19120945,chr5,67.6298485
chr05_19120945_19148996,chr5,68.04799661
chr05_19148996_19165331,chr5,68.13155751
chr05_19165331_19187507,chr5,68.46595291
chr05_19187507_19201552,chr5,68.54951107
chr05_19201552_19210980,chr5,68.71660885
chr05_19210980_19243912,chr5,68.80016796
chr05_19243912_19269850,chr5,69.05087629
chr05_19269850_19313638,chr5,69.30158522
chr05_19313638_19332152,chr5,69.46868185
chr05_19332152_19368428,chr5,69.71938336
chr05_19368428_19472199,chr5,69.88647125
chr05_19472199_19511651,chr5,70.30458476
chr05_19511651_19644484,chr5,70.38813628
chr05_19644484_19650132,chr5,70.47169197
chr05_19650132_19751010,chr5,70.55524964
chr05_19751010_19771508,chr5,70.72234745
chr05_19771508_19834900,chr5,70.80590654
chr05_19834900_19844370,chr5,71.05661927
chr05_19844370_19874078,chr5,71.14018135
chr05_19874078_19894620,chr5,71.39090238
chr05_19894620_19947571,chr5,71.47446679
chr05_19947571_19995125,chr5,71.64157306
chr05_19995125_20015970,chr5,71.72513596
chr05_20015970_20045286,chr5,71.80869709
chr05_20045286_20148933,chr5,71.97579769
chr05_20148933_20201501,chr5,72.05935907
chr05_20201501_20302628,chr5,72.22646536
chr05_20302628_20411475,chr5,72.31003005
chr05_20411475_20435075,chr5,72.39359034
chr05_20435075_20443142,chr5,72.81173944
chr05_20443142_20457029,chr5,72.89530032
chr05_20457029_20473208,chr5,73.22971864
chr05_20473208_20481175,chr5,73.31328795
chr05_20481175_20527852,chr5,73.64771816
chr05_20527852_20552442,chr5,73.8984677
chr05_20552442_20571270,chr5,74.06559909
chr05_20571270_20580572,chr5,74.31635873
chr05_20580572_20597387,chr5,74.39994091
chr05_20597387_20699612,chr5,74.65068274
chr05_20699612_20739627,chr5,75.5729936
chr05_20739627_20789061,chr5,75.99117038
chr05_20789061_20798512,chr5,76.07474182
chr05_20798512_20828180,chr5,76.24185767
chr05_20828180_20934255,chr5,76.57627165
chr05_20934255_20961173,chr5,76.82699333
chr05_20961173_21014919,chr5,77.16141273
chr05_21014919_21045689,chr5,77.66343619
chr05_21045689_21055166,chr5,77.7470024
chr05_21055166_21108214,chr5,77.83056864
chr05_21108214_21159161,chr5,78.3325815
chr05_21159161_21187400,chr5,78.41614955
chr05_21187400_21199540,chr5,78.49972284
chr05_21199540_21237165,chr5,78.58329793
chr05_21237165_21247158,chr5,78.66687468
chr05_21247158_21332563,chr5,78.91762943
chr05_21332563_21390099,chr5,79.00120803
chr05_21390099_21462152,chr5,79.08478494
chr05_21462152_21471996,chr5,79.16835668
chr05_21471996_21489570,chr5,79.67036954
chr05_21489570_21496955,chr5,79.75393213
chr05_21496955_21961864,chr5,79.83745919
chr05_21961864_23036910,chr5,82.28792786
chr05_23036910_23165507,chr5,86.90805386
chr05_23165507_23237204,chr5,87.40996232
chr05_23237204_23262540,chr5,88.24820166
chr05_23262540_23283974,chr5,88.41534195
chr05_23283974_23306737,chr5,88.49893705
chr05_23306737_23340143,chr5,88.83345017
chr05_23340143_23357404,chr5,89.08425585
chr05_23357404_23376748,chr5,89.1678572
chr05_23376748_23399381,chr5,89.251457
chr05_23399381_23431638,chr5,89.4186125
chr05_23431638_23451204,chr5,90.00470735
chr05_23451204_23469561,chr5,90.17186283
chr05_23469561_23483948,chr5,90.25546502
chr05_23483948_23516092,chr5,90.42263003
chr05_23516092_23611163,chr5,90.67341247
chr05_23611163_23624578,chr5,91.42756937
chr05_23624578_23644242,chr5,91.84585451
chr05_23644242_23667651,chr5,92.01301713
chr05_23667651_23694202,chr5,92.18018278
chr05_23694202_23714195,chr5,92.26378452
chr05_23714195_23816941,chr5,92.34738781
chr05_23816941_23904757,chr5,92.43099306
chr05_23904757_23933030,chr5,92.5145983
chr05_23933030_24005803,chr5,92.59820158
chr05_24005803_24021828,chr5,92.84901298
chr05_24021828_24109714,chr5,92.93261867
chr05_24109714_24145371,chr5,93.09979317
chr05_24145371_24180578,chr5,93.1834008
chr05_24180578_24240325,chr5,93.26700843
chr05_24240325_24259979,chr5,93.43418291
chr05_24259979_24278849,chr5,93.51779053
chr05_24278849_24296892,chr5,93.60139971
chr05_24296892_24327826,chr5,93.68500889
chr05_24327826_24440870,chr5,93.76861608
chr05_24440870_24581541,chr5,93.85222171
chr05_24581541_24645983,chr5,94.01939472
chr05_24645983_24655829,chr5,94.35393999
chr05_24655829_24717532,chr5,94.52111317
chr05_24717532_24722848,chr5,94.939451
chr05_24722848_24732835,chr5,95.10662562
chr05_24732835_24790111,chr5,95.1902345
chr05_24790111_24816213,chr5,95.52477855
chr05_24816213_24835063,chr5,95.69195203
chr05_24835063_24860339,chr5,95.85911766
chr05_24860339_24877172,chr5,96.2774396
chr05_24877172_24896738,chr5,96.44460969
chr05_24896738_24906244,chr5,96.77913543
chr05_24906244_24956391,chr5,96.86273317
chr05_24956391_24961927,chr5,97.19725236
chr05_24961927_24969242,chr5,97.44805218
chr05_24969242_25065129,chr5,97.78255336
chr05_25065129_25071647,chr5,98.53672424
chr05_25071647_25114482,chr5,98.62030095
chr05_25114482_25140403,chr5,99.54295662
chr05_25140403_25160090,chr5,99.87743613
chr05_25160090_25192793,chr5,100.1282654
chr05_25192793_25254615,chr5,100.2118747
chr05_25254615_25289365,chr5,100.2954838
chr05_25289365_25358593,chr5,100.379093
chr05_25358593_25386458,chr5,100.4627022
chr05_25386458_25409463,chr5,100.7135316
chr05_25409463_25433118,chr5,100.7971428
chr05_25433118_25457509,chr5,100.880754
chr05_25457509_25478116,chr5,101.1315834
chr05_25478116_25484726,chr5,101.2151946
chr05_25484726_25511810,chr5,101.2988062
chr05_25511810_25534061,chr5,101.4659866
chr05_25534061_25562690,chr5,101.7168052
chr05_25562690_25627404,chr5,102.4711029
chr05_25627404_25644848,chr5,103.2253601
chr05_25644848_25667477,chr5,103.3089595
chr05_25667477_25690492,chr5,103.4761307
chr05_25690492_25707655,chr5,103.7269377
chr05_25707655_25721282,chr5,104.2291396
chr05_25721282_25809538,chr5,104.3127459
chr05_25809538_25832076,chr5,104.3963575
chr05_25832076_25839864,chr5,104.5635413
chr05_25839864_25878661,chr5,104.6471553
chr05_25878661_25932316,chr5,104.8143424
chr05_25932316_26103238,chr5,104.8979559
chr05_26103238_26160739,chr5,104.9815691
chr05_26160739_26276958,chr5,105.0651827
chr05_26276958_26341335,chr5,105.2323634
chr05_26341335_26372932,chr5,105.315971
chr05_26372932_26489029,chr5,105.3995762
chr05_26489029_26512402,chr5,105.4831795
chr05_26512402_26560223,chr5,105.5667813
chr05_26560223_26617513,chr5,105.7339432
chr05_26617513_26653520,chr5,105.9847383
chr05_26653520_26685128,chr5,106.1518937
chr05_26685128_26770265,chr5,106.4026889
chr05_26770265_26783918,chr5,106.5698477
chr05_26783918_26835450,chr5,106.6534437
chr05_26835450_26857921,chr5,106.7370392
chr05_26857921_26865448,chr5,106.8206348
chr05_26865448_26903949,chr5,106.9042265
chr05_26903949_26923646,chr5,107.3225152
chr05_26923646_26952831,chr5,107.4896695
chr05_26952831_26989262,chr5,107.9918337
chr05_26989262_27056281,chr5,108.1589877
chr05_27056281_27066595,chr5,108.409774
chr05_27066595_27093215,chr5,108.5769207
chr05_27093215_27103229,chr5,108.66051
chr05_27103229_27230085,chr5,108.9949998
chr05_27230085_27258766,chr5,109.1621402
chr05_27258766_27300276,chr5,109.6642373
chr05_27300276_27315172,chr5,110.2502516
chr05_27315172_27325617,chr5,110.3338313
chr05_27325617_27367482,chr5,110.4174146
chr05_27367482_27373391,chr5,110.7518854
chr05_27373391_27391401,chr5,110.835469
chr05_27391401_27415401,chr5,111.0026101
chr05_27415401_27427931,chr5,111.0861988
chr05_27427931_27438266,chr5,111.2533456
chr05_27438266_27444379,chr5,111.5041224
chr05_27444379_27465447,chr5,111.7549036
chr05_27465447_27480807,chr5,111.9220564
chr05_27480807_27517846,chr5,112.0056489
chr05_27517846_27556620,chr5,112.1727964
chr05_27556620_27593773,chr5,112.3399412
chr05_27593773_27641857,chr5,112.5070856
chr05_27641857_27681376,chr5,112.5906725
chr05_27681376_27698099,chr5,112.7578169
chr05_27698099_27781985,chr5,112.9249647
chr05_27781985_27807433,chr5,113.0921122
chr05_27807433_27825602,chr5,113.1757005
chr05_27825602_27834112,chr5,113.2592885
chr05_27834112_27847029,chr5,113.3428783
chr05_27847029_27882388,chr5,113.5936597
chr05_27882388_27933854,chr5,113.7607925
chr05_27933854_27950069,chr5,114.5148804
chr05_27950069_27961911,chr5,114.7656446
chr05_27961911_27967454,chr5,114.8492325
chr05_27967454_28024222,chr5,114.9328252
chr05_28024222_28030792,chr5,115.099963
chr05_28030792_28041905,chr5,115.2671274
chr05_28041905_28051009,chr5,115.4342617
chr05_28051009_28088806,chr5,115.6014145
chr05_28088806_28103328,chr5,115.684997
chr05_28103328_28123261,chr5,116.1032545
chr05_28123261_28200180,chr5,116.2704044
chr05_28200180_28255811,chr5,116.3539985
chr05_28255811_28279068,chr5,116.4375932
chr05_28279068_28324644,chr5,116.7721008
chr05_28324644_28415554,chr5,116.9392619
chr05_28415554_28498601,chr5,117.1064242
chr05_28498601_28534499,chr5,117.3572134
chr05_28534499_28557358,chr5,117.8593653
chr05_28557358_28576421,chr5,117.9429617
chr05_28576421_28583734,chr5,118.1937605
chr05_28583734_28772315,chr5,118.3609147
chr05_28772315_28795289,chr5,118.6954175
chr05_28795289_28812823,chr5,118.862572
chr05_28812823_28833086,chr5,118.9461665
chr05_28833086_28843923,chr5,119.1133195
chr05_28843923_28849172,chr5,119.1969136
chr05_28849172_28879956,chr5,119.2805072
chr05_28879956_28918769,chr5,119.364099
chr05_28918769_28932482,chr5,119.4476889
chr05_28932482_28952912,chr5,119.5312769
chr05_28952912_29002668,chr5,119.6148639
chr05_29002668_29011697,chr5,119.9493584
chr05_29011697_29036371,chr5,120.0329532
chr05_29036371_29073263,chr5,120.1165487
chr05_29073263_29081652,chr5,120.3673392
chr05_29081652_29112629,chr5,120.7856237
chr05_29112629_29159921,chr5,121.2877651
chr05_29159921_29168266,chr5,121.4549102
chr05_29168266_29226043,chr5,121.5384995
chr05_29226043_29239320,chr5,121.8729881
chr05_29239320_29264542,chr5,121.9565793
chr05_29264542_29300849,chr5,122.1237354
chr05_29300849_29407326,chr5,122.2073318
chr05_29407326_29450661,chr5,122.3744863
chr05_29450661_29488776,chr5,122.7089937
chr05_29488776_29958434,chr5,122.7916936
chr06_0_369724,chr6,0
chr06_369724_400956,chr6,0.082689235
chr06_400956_451574,chr6,0.166280883
chr06_451574_513000,chr6,0.249872647
chr06_513000_529960,chr6,0.333464427
chr06_529960_565967,chr6,0.417053366
chr06_565967_572214,chr6,0.75154304
chr06_572214_588728,chr6,0.918694177
chr06_588728_601053,chr6,1.169484228
chr06_601053_666122,chr6,1.253077853
chr06_666122_673163,chr6,1.336669518
chr06_673163_696803,chr6,1.587457393
chr06_696803_730101,chr6,1.921970545
chr06_730101_766478,chr6,2.005571505
chr06_766478_790995,chr6,2.172739571
chr06_790995_817927,chr6,2.423547268
chr06_817927_833052,chr6,2.507148606
chr06_833052_859343,chr6,2.590750345
chr06_859343_899139,chr6,2.757915572
chr06_899139_1092679,chr6,3.17625172
chr06_1092679_1224642,chr6,3.259858323
chr06_1224642_1345379,chr6,3.76209817
chr06_1345379_1379053,chr6,3.8457119
chr06_1379053_1416974,chr6,4.180286724
chr06_1416974_1445787,chr6,4.347478665
chr06_1445787_1476024,chr6,4.431098277
chr06_1476024_1483837,chr6,4.514719454
chr06_1483837_1528962,chr6,4.598342834
chr06_1528962_1557401,chr6,4.84919495
chr06_1557401_1605661,chr6,4.932814291
chr06_1605661_1648265,chr6,5.183667206
chr06_1648265_1678455,chr6,5.350854645
chr06_1678455_1795865,chr6,6.189443448
chr06_1795865_1844075,chr6,7.45016562
chr06_1844075_1866196,chr6,7.700968582
chr06_1866196_1872000,chr6,7.78457779
chr06_1872000_1901485,chr6,7.868184987
chr06_1901485_1930980,chr6,8.119009821
chr06_1930980_1952018,chr6,8.202623042
chr06_1952018_1995600,chr6,8.286238633
chr06_1995600_2001468,chr6,8.453429242
chr06_2001468_2074887,chr6,8.620623485
chr06_2074887_2132640,chr6,8.787819183
chr06_2132640_2147614,chr6,9.290124923
chr06_2147614_2168368,chr6,9.457324245
chr06_2168368_2192971,chr6,10.21183605
chr06_2192971_2207590,chr6,10.54644034
chr06_2207590_2214317,chr6,11.04877607
chr06_2214317_2239312,chr6,11.29965152
chr06_2239312_2273935,chr6,11.55054005
chr06_2273935_2344999,chr6,11.88518332
chr06_2344999_2385147,chr6,12.21983215
chr06_2385147_2391629,chr6,12.30347366
chr06_2391629_2416980,chr6,12.38711349
chr06_2416980_2425150,chr6,12.47075171
chr06_2425150_2433022,chr6,12.6379773
chr06_2433022_2518737,chr6,12.88887215
chr06_2518737_2527053,chr6,12.97251273
chr06_2527053_2608753,chr6,13.13974054
chr06_2608753_2696974,chr6,13.47437949
chr06_2696974_2729040,chr6,13.64160113
chr06_2729040_2765237,chr6,13.80881149
chr06_2765237_2837100,chr6,14.81641005
chr06_2837100_2857957,chr6,15.06731978
chr06_2857957_2871435,chr6,15.15097554
chr06_2871435_2885612,chr6,15.31822452
chr06_2885612_2904474,chr6,15.56915851
chr06_2904474_2932129,chr6,15.73641785
chr06_2932129_3001700,chr6,15.98736156
chr06_3001700_3062527,chr6,16.15461678
chr06_3062527_3076584,chr6,16.8252191
chr06_3076584_3082231,chr6,16.99248469
chr06_3082231_3255944,chr6,17.07615798
chr06_3255944_3275007,chr6,17.15983063
chr06_3275007_3287398,chr6,17.24350328
chr06_3287398_3331437,chr6,17.32717594
chr06_3331437_3355356,chr6,17.41084611
chr06_3355356_3372913,chr6,17.74556661
chr06_3372913_3412732,chr6,18.0802673
chr06_3412732_3426985,chr6,18.1639218
chr06_3426985_3553116,chr6,18.24757448
chr06_3553116_3587390,chr6,18.33122716
chr06_3587390_3654974,chr6,18.41488205
chr06_3654974_3666038,chr6,18.49853694
chr06_3666038_3698524,chr6,18.58218964
chr06_3698524_3777693,chr6,18.66584017
chr06_3777693_3790914,chr6,18.74948852
chr06_3790914_3820962,chr6,18.83313687
chr06_3820962_3917903,chr6,18.91678339
chr06_3917903_3944710,chr6,19.58733313
chr06_3944710_3966253,chr6,19.83825929
chr06_3966253_3980604,chr6,20.08918699
chr06_3980604_4037572,chr6,20.17283629
chr06_4037572_4059796,chr6,20.92754848
chr06_4059796_4094540,chr6,21.09479487
chr06_4094540_4120028,chr6,21.1784525
chr06_4120028_4160439,chr6,21.2621099
chr06_4160439_4214150,chr6,21.51303815
chr06_4214150_4222930,chr6,21.68028723
chr06_4222930_4251520,chr6,21.93120674
chr06_4251520_4336471,chr6,22.0984456
chr06_4336471_4415198,chr6,22.18209452
chr06_4415198_4501233,chr6,22.26574506
chr06_4501233_4586367,chr6,22.34939617
chr06_4586367_4717641,chr6,22.51662352
chr06_4717641_4735707,chr6,23.3554522
chr06_4735707_4740707,chr6,23.52266999
chr06_4740707_4747011,chr6,23.68989618
chr06_4747011_4756274,chr6,23.77353231
chr06_4756274_4764409,chr6,23.85716636
chr06_4764409_4772554,chr6,24.02437621
chr06_4772554_4793651,chr6,24.44282146
chr06_4793651_4858114,chr6,24.60990894
chr06_4858114_4882442,chr6,25.44860007
chr06_4882442_4891440,chr6,25.53220605
chr06_4891440_4966221,chr6,25.69939161
chr06_4966221_4998938,chr6,26.03396647
chr06_4998938_5009808,chr6,26.117585
chr06_5009808_5035668,chr6,26.20120214
chr06_5035668_5043678,chr6,26.2848177
chr06_5043678_5091757,chr6,26.45200769
chr06_5091757_5104544,chr6,26.7028469
chr06_5104544_5119314,chr6,26.78646007
chr06_5119314_5138283,chr6,26.87007358
chr06_5138283_5145592,chr6,27.28842391
chr06_5145592_5154666,chr6,27.37202932
chr06_5154666_5165479,chr6,27.45563693
chr06_5165479_5269770,chr6,27.62281452
chr06_5269770_5305833,chr6,27.70642613
chr06_5305833_5342273,chr6,27.79003729
chr06_5342273_5366256,chr6,27.87364645
chr06_5366256_5451299,chr6,27.95725367
chr06_5451299_5457854,chr6,28.20807474
chr06_5457854_5516469,chr6,28.37524292
chr06_5516469_5551834,chr6,29.21369238
chr06_5551834_5573296,chr6,29.54820168
chr06_5573296_5595136,chr6,29.88273285
chr06_5595136_5633302,chr6,30.04990274
chr06_5633302_5672619,chr6,30.13350765
chr06_5672619_5710848,chr6,30.46803757
chr06_5710848_5718165,chr6,30.80256747
chr06_5718165_5731192,chr6,30.88617391
chr06_5731192_5792896,chr6,30.96978019
chr06_5792896_5935159,chr6,31.47201505
chr06_5935159_5955640,chr6,32.05826437
chr06_5955640_5961799,chr6,32.14188999
chr06_5961799_5981013,chr6,32.22552145
chr06_5981013_6041222,chr6,32.30915289
chr06_6041222_6104954,chr6,32.39278434
chr06_6104954_6184664,chr6,32.4764163
chr06_6184664_6209112,chr6,32.64362613
chr06_6209112_6229496,chr6,33.06206099
chr06_6229496_6244961,chr6,33.22927411
chr06_6244961_6271737,chr6,33.31290816
chr06_6271737_6292217,chr6,33.3965417
chr06_6292217_6346298,chr6,33.4801726
chr06_6346298_6359530,chr6,33.81478365
chr06_6359530_6408653,chr6,33.89841246
chr06_6408653_6428793,chr6,33.98204234
chr06_6428793_6477398,chr6,34.1492517
chr06_6477398_6492194,chr6,34.23287743
chr06_6492194_6538539,chr6,34.3165011
chr06_6538539_6551605,chr6,34.48370449
chr06_6551605_6562775,chr6,34.65090661
chr06_6562775_6569106,chr6,34.98548887
chr06_6569106_6599093,chr6,35.15267811
chr06_6599093_6634931,chr6,35.31986095
chr06_6634931_6651239,chr6,35.65441842
chr06_6651239_6667418,chr6,35.82160263
chr06_6667418_6697530,chr6,36.15616444
chr06_6697530_6724368,chr6,36.49073125
chr06_6724368_6761434,chr6,36.57434822
chr06_6761434_6807619,chr6,36.7415352
chr06_6807619_6846480,chr6,36.82514875
chr06_6846480_6853273,chr6,36.90876324
chr06_6853273_6879525,chr6,37.24331955
chr06_6879525_6889488,chr6,37.41049542
chr06_6889488_6912439,chr6,37.66131732
chr06_6912439_6963834,chr6,37.82848814
chr06_6963834_6984096,chr6,38.07930549
chr06_6984096_7011591,chr6,38.24648291
chr06_7011591_7103272,chr6,38.33009054
chr06_7103272_7117101,chr6,38.4136962
chr06_7117101_7173395,chr6,38.58086453
chr06_7173395_7209937,chr6,38.66446431
chr06_7209937_7279840,chr6,38.74806187
chr06_7279840_7304707,chr6,39.16636464
chr06_7304707_7319015,chr6,39.24996023
chr06_7319015_7363197,chr6,39.33355767
chr06_7363197_7409009,chr6,39.58436027
chr06_7409009_7418879,chr6,39.83516357
chr06_7418879_7456224,chr6,40.00232389
chr06_7456224_7464923,chr6,40.33683755
chr06_7464923_7502442,chr6,40.42043614
chr06_7502442_7510684,chr6,40.50403556
chr06_7510684_7525474,chr6,40.75482996
chr06_7525474_7576492,chr6,40.92198569
chr06_7576492_7594649,chr6,41.00558357
chr06_7594649_7601642,chr6,41.08918298
chr06_7601642_7675779,chr6,41.1727843
chr06_7675779_7702617,chr6,41.42360022
chr06_7702617_7728404,chr6,41.50720571
chr06_7728404_7758912,chr6,41.9255401
chr06_7758912_7833773,chr6,42.00914481
chr06_7833773_7848613,chr6,42.34367666
chr06_7848613_7853740,chr6,42.51084037
chr06_7853740_7909843,chr6,42.59443824
chr06_7909843_7922031,chr6,42.6780342
chr06_7922031_8024343,chr6,42.84518694
chr06_8024343_8040952,chr6,43.09596821
chr06_8040952_8171512,chr6,43.17955647
chr06_8171512_8195585,chr6,43.34669728
chr06_8195585_8240603,chr6,43.76495645
chr06_8240603_8263434,chr6,43.93210371
chr06_8263434_8349006,chr6,44.09925042
chr06_8349006_8400969,chr6,44.68530617
chr06_8400969_8465987,chr6,45.10357287
chr06_8465987_8768142,chr6,45.27072246
chr06_8768142_8820802,chr6,45.52150881
chr06_8820802_8880484,chr6,45.68865165
chr06_8880484_8916575,chr6,46.27472231
chr06_8916575_8938988,chr6,46.52551316
chr06_8938988_8944315,chr6,46.60911255
chr06_8944315_8978924,chr6,46.69271431
chr06_8978924_9099856,chr6,46.85988263
chr06_9099856_9322837,chr6,46.94348633
chr06_9322837_9333298,chr6,47.19430223
chr06_9333298_9392384,chr6,47.27790947
chr06_9392384_9569529,chr6,47.36151378
chr06_9569529_9583684,chr6,47.86371451
chr06_9583684_9609038,chr6,48.19824055
chr06_9609038_9664885,chr6,48.28183922
chr06_9664885_9674000,chr6,48.70015605
chr06_9674000_9819403,chr6,49.11846651
chr06_9819403_9832034,chr6,50.20989163
chr06_9832034_9916233,chr6,50.29348039
chr06_9916233_9999805,chr6,50.37708171
chr06_9999805_10097608,chr6,50.46068541
chr06_10097608_10130348,chr6,50.62785377
chr06_10130348_10185632,chr6,51.04618988
chr06_10185632_10213238,chr6,51.12979941
chr06_10213238_10285547,chr6,51.3806288
chr06_10285547_10428510,chr6,51.46423801
chr06_10428510_10487729,chr6,51.54784519
chr06_10487729_11000644,chr6,51.63145279
chr06_11000644_11060565,chr6,51.79863354
chr06_11060565_11068049,chr6,51.88224515
chr06_11068049_11105413,chr6,51.9658543
chr06_11105413_11158620,chr6,52.04946351
chr06_11158620_11280870,chr6,52.30028914
chr06_11280870_11308381,chr6,52.46746648
chr06_11308381_11495944,chr6,52.5510765
chr06_11495944_11513580,chr6,52.71826036
chr06_11513580_11535389,chr6,52.80187595
chr06_11535389_11608765,chr6,52.8854931
chr06_11608765_11674366,chr6,52.96911024
chr06_11674366_11698147,chr6,53.05272783
chr06_11698147_11890061,chr6,53.21992117
chr06_11890061_11911783,chr6,53.30353876
chr06_11911783_11946804,chr6,53.3871559
chr06_11946804_11991537,chr6,53.4707735
chr06_11991537_12000272,chr6,53.63796363
chr06_12000272_12045684,chr6,53.72158124
chr06_12045684_12079827,chr6,53.80519883
chr06_12079827_12096978,chr6,53.97239261
chr06_12096978_12146992,chr6,54.1395896
chr06_12146992_12210520,chr6,54.22321173
chr06_12210520_12278532,chr6,54.39041142
chr06_12278532_12317226,chr6,54.4740351
chr06_12317226_12338085,chr6,54.55766037
chr06_12338085_12359376,chr6,54.64128613
chr06_12359376_12364669,chr6,54.80848886
chr06_12364669_12477393,chr6,55.05935099
chr06_12477393_12693302,chr6,55.14297691
chr06_12693302_12787644,chr6,55.31017659
chr06_12787644_12804046,chr6,55.39379619
chr06_12804046_12859364,chr6,55.47741534
chr06_12859364_13049991,chr6,55.56103496
chr06_13049991_13083486,chr6,55.72815632
chr06_13083486_13123939,chr6,58.872453
chr06_13123939_13429953,chr6,58.95603695
chr06_13429953_13466969,chr6,59.03966546
chr06_13466969_13510979,chr6,59.20687479
chr06_13510979_13595355,chr6,59.29050261
chr06_13595355_13714178,chr6,59.37412785
chr06_13714178_13769205,chr6,59.45775309
chr06_13769205_13807375,chr6,59.54138042
chr06_13807375_13836156,chr6,59.62500773
chr06_13836156_16369597,chr6,59.70863504
chr06_16369597_16454351,chr6,59.79226235
chr06_16454351_16602294,chr6,59.87589013
chr06_16602294_16806944,chr6,60.04309998
chr06_16806944_16875336,chr6,60.4615413
chr06_16875336_16894004,chr6,60.54517358
chr06_16894004_16947328,chr6,60.79604878
chr06_16947328_17203127,chr6,60.87968041
chr06_17203127_17538875,chr6,60.96331185
chr06_17538875_17543941,chr6,61.04694328
chr06_17543941_17549051,chr6,61.13057683
chr06_17549051_17621510,chr6,61.21421037
chr06_17621510_17674350,chr6,61.29780344
chr06_17674350_17870305,chr6,63.92461319
chr06_17870305_17907818,chr6,64.42684715
chr06_17907818_17918625,chr6,64.51046765
chr06_17918625_18012392,chr6,64.59408881
chr06_18012392_18151772,chr6,64.67770997
chr06_18151772_19334969,chr6,64.76133367
chr06_19334969_19437450,chr6,64.92853707
chr06_19437450_19489500,chr6,65.09574092
chr06_19489500_19494500,chr6,65.2629431
chr06_19494500_19546430,chr6,65.76525681
chr06_19546430_19628142,chr6,65.84888151
chr06_19628142_19673710,chr6,65.93250724
chr06_19673710_19687272,chr6,66.09971011
chr06_19687272_19731685,chr6,66.18333429
chr06_19731685_19749132,chr6,66.60174962
chr06_19749132_19841703,chr6,66.93634586
chr06_19841703_19886516,chr6,67.0199705
chr06_19886516_19909134,chr6,67.10359782
chr06_19909134_19928493,chr6,67.18722513
chr06_19928493_19951311,chr6,67.27085259
chr06_19951311_19975737,chr6,67.52172319
chr06_19975737_20012317,chr6,67.60535275
chr06_20012317_20045067,chr6,67.68898055
chr06_20045067_20168427,chr6,67.85618666
chr06_20168427_20215824,chr6,67.93981255
chr06_20215824_20232126,chr6,68.19067005
chr06_20232126_20408717,chr6,68.35787006
chr06_20408717_20426190,chr6,68.52507007
chr06_20426190_20443746,chr6,68.77592756
chr06_20443746_20452208,chr6,68.85955346
chr06_20452208_20527811,chr6,69.0267601
chr06_20527811_20680717,chr6,69.19396349
chr06_20680717_20715185,chr6,69.27758562
chr06_20715185_20734663,chr6,69.44477892
chr06_20734663_20773440,chr6,69.52839697
chr06_20773440_20826620,chr6,69.69558715
chr06_20826620_20849885,chr6,69.77920072
chr06_20849885_20875831,chr6,69.86281191
chr06_20875831_20897086,chr6,70.11364205
chr06_20897086_20924218,chr6,70.28082301
chr06_20924218_20939274,chr6,70.44800105
chr06_20939274_20974513,chr6,70.53160908
chr06_20974513_21016516,chr6,70.69878667
chr06_21016516_21033946,chr6,70.78239828
chr06_21033946_21108055,chr6,70.86600872
chr06_21108055_21150117,chr6,71.20055706
chr06_21150117_21199882,chr6,71.53509427
chr06_21199882_21268341,chr6,71.70226454
chr06_21268341_21378535,chr6,71.86944305
chr06_21378535_21429212,chr6,72.03661778
chr06_21429212_21443918,chr6,72.62278378
chr06_21443918_21452685,chr6,72.70638689
chr06_21452685_21507034,chr6,72.95720351
chr06_21507034_21545353,chr6,73.12437507
chr06_21545353_21566911,chr6,73.29154735
chr06_21566911_21574366,chr6,73.45871581
chr06_21574366_21655864,chr6,73.7095235
chr06_21655864_21715819,chr6,73.79312486
chr06_21715819_21752012,chr6,73.87672425
chr06_21752012_21787498,chr6,73.96032365
chr06_21787498_21845445,chr6,74.04392121
chr06_21845445_21901553,chr6,74.46222401
chr06_21901553_21949561,chr6,74.79674728
chr06_21949561_21956972,chr6,74.96391412
chr06_21956972_22018457,chr6,75.04751391
chr06_22018457_22104120,chr6,75.1311114
chr06_22104120_22131188,chr6,75.21470695
chr06_22131188_22191719,chr6,75.29830168
chr06_22191719_22221339,chr6,75.63279621
chr06_22221339_22242444,chr6,75.71638361
